Hz_real,Hz_imag,vout_real,vout_imag
1.60694122314453,0,-2.73113226478827E-10,5.09760511580026E-10
1.61064565181732,0,-2.74373301856201E-10,5.10930853181435E-10
1.61435854434967,0,-2.75639205904454E-10,5.12103803806951E-10
1.61808001995087,0,-2.76910938623587E-10,5.13279474478878E-10
1.62181007862091,0,-2.78188527769174E-10,5.14457809686064E-10
1.6255487203598,0,-2.79472001096792E-10,5.15638809428509E-10
1.62929606437683,0,-2.80761414117592E-10,5.16822529217364E-10
1.63305199146271,0,-2.82056766831573E-10,5.18008913541479E-10
1.63681650161743,0,-2.83358086994312E-10,5.19198017912004E-10
1.64058971405029,0,-2.84665430116959E-10,5.20389842328939E-10
1.64437174797058,0,-2.8597876844394E-10,5.21584386792284E-10
1.64816236495972,0,-2.8729818524198E-10,5.22781595790889E-10
1.65196180343628,0,-2.8862368051108E-10,5.23981580347055E-10
1.65576994419098,0,-2.89955282006815E-10,5.25184284949631E-10
1.65958690643311,0,-2.91293045240337E-10,5.26389709598618E-10
1.66341269016266,0,-2.92636970211646E-10,5.27597854294015E-10
1.66724717617035,0,-2.93987084676317E-10,5.28808774546974E-10
1.67109060287476,0,-2.95343416389926E-10,5.30022470357494E-10
1.67494285106659,0,-2.96706020863624E-10,5.31238886214425E-10
1.67880403995514,0,-2.98074898097411E-10,5.32458077628917E-10
1.68267405033112,0,-2.99450075846863E-10,5.33680100112122E-10
1.68655300140381,0,-3.00831637378707E-10,5.34904842641737E-10
1.69044089317322,0,-3.02219527181791E-10,5.36132360728914E-10
1.69433784484863,0,-3.03613828522842E-10,5.37362709884803E-10
1.69824361801147,0,-3.05014569157436E-10,5.38595834598254E-10
1.70215845108032,0,-3.06421749085573E-10,5.39831790380418E-10
1.70608234405518,0,-3.07835451573979E-10,5.41070521720144E-10
1.71001529693604,0,-3.09255648867079E-10,5.42312084128582E-10
1.7139573097229,0,-3.10682396476025E-10,5.43556422094582E-10
1.71790838241577,0,-3.12115722156392E-10,5.44803646640446E-10
1.72186863422394,0,-3.13555653663755E-10,5.46053702255023E-10
1.72583794593811,0,-3.15002246509266E-10,5.47306588938312E-10
1.72981631755829,0,-3.16455500692925E-10,5.48562306690314E-10
1.73380398750305,0,-3.17915443970307E-10,5.49820911022181E-10
1.73780083656311,0,-3.19382131852564E-10,5.5108234642276E-10
1.74180686473846,0,-3.20855564339695E-10,5.52346668403203E-10
1.7458221912384,0,-3.22335796942852E-10,5.53613821452359E-10
1.74984669685364,0,-3.23822885173186E-10,5.5488391659253E-10
1.75388050079346,0,-3.25316801275122E-10,5.56156842801414E-10
1.75792360305786,0,-3.2681760075981E-10,5.57432711101313E-10
1.76197600364685,0,-3.28325339138402E-10,5.58711410469925E-10
1.76603782176971,0,-3.29840016410898E-10,5.59993051929553E-10
1.77010893821716,0,-3.3136168808845E-10,5.61277635480195E-10
1.77418947219849,0,-3.32890354171056E-10,5.62565105610702E-10
1.77827942371368,0,-3.34426097925444E-10,5.63855517832224E-10
1.78237879276276,0,-3.35968919351615E-10,5.65148816633609E-10
1.7864875793457,0,-3.37518818449567E-10,5.6644505752601E-10
1.79060590267181,0,-3.39075906241604E-10,5.67744296020578E-10
1.7947336435318,0,-3.40640154972149E-10,5.6904642109501E-10
1.79887092113495,0,-3.42211620152355E-10,5.70351543771608E-10
1.80301773548126,0,-3.43790329537796E-10,5.71659608539221E-10
1.80717408657074,0,-3.45376310884049E-10,5.72970670909001E-10
1.81134009361267,0,-3.46969619702264E-10,5.74284675369796E-10
1.81551563739777,0,-3.48570255992442E-10,5.75601677432758E-10
1.81970083713531,0,-3.50178303021309E-10,5.76921621586735E-10
1.82389569282532,0,-3.5179373303329E-10,5.78244618854029E-10
1.82810020446777,0,-3.53416629295111E-10,5.7957061372349E-10
1.83231437206268,0,-3.55046991806773E-10,5.80899606195118E-10
1.83653831481934,0,-3.56684876079427E-10,5.82231596268912E-10
1.84077203273773,0,-3.58330309868649E-10,5.83566639456024E-10
1.84501540660858,0,-3.59983348685589E-10,5.84904680245302E-10
1.84926867485046,0,-3.61643992530247E-10,5.86245774147898E-10
1.8535315990448,0,-3.63312296913776E-10,5.8758986565266E-10
1.85780441761017,0,-3.6498828959175E-10,5.88937065781892E-10
1.86208713054657,0,-3.66671998319745E-10,5.90287263513289E-10
1.866379737854,0,-3.68363506364489E-10,5.91640569869156E-10
1.87068212032318,0,-3.70062785970404E-10,5.92996929338341E-10
1.87499451637268,0,-3.71769892648643E-10,5.94356397431994E-10
1.87931680679321,0,-3.73484881910358E-10,5.95718863127814E-10
1.88364911079407,0,-3.75207781511122E-10,5.97084492959255E-10
1.88799130916595,0,-3.76938619206513E-10,5.98453175904012E-10
1.89234364032745,0,-3.78677422752105E-10,5.99824967473239E-10
1.89670586585999,0,-3.80424275414626E-10,6.01199923178086E-10
1.90107822418213,0,-3.821791494385E-10,6.02577931996251E-10
1.90546071529388,0,-3.83942128090453E-10,6.03959049438885E-10
1.90985321998596,0,-3.85713239126062E-10,6.05343331017139E-10
1.91425597667694,0,-3.87492510300902E-10,6.06730776731013E-10
1.91866874694824,0,-3.89279969370548E-10,6.08121331069356E-10
1.92309176921844,0,-3.91075671846153E-10,6.09514994032168E-10
1.92752492427826,0,-3.92879673238866E-10,6.10911876641751E-10
1.93196833133698,0,-3.94691973548689E-10,6.12311867875803E-10
1.93642199039459,0,-3.96512628286771E-10,6.13715078756627E-10
1.94088590145111,0,-3.98341692964266E-10,6.15121453773071E-10
1.94536006450653,0,-4.00179167581172E-10,6.16530992925135E-10
1.94984459877014,0,-4.02025135404216E-10,6.17943751723971E-10
1.95433950424194,0,-4.03879596433399E-10,6.19359674658426E-10
1.95884466171265,0,-4.05742606179871E-10,6.20778817239653E-10
1.96336030960083,0,-4.07614220154784E-10,6.22201179467652E-10
1.9678863286972,0,-4.09494438358138E-10,6.23626761342422E-10
1.97242271900177,0,-4.11383344056659E-10,6.25055562863963E-10
1.97696959972382,0,-4.13280937250349E-10,6.26487584032276E-10
1.98152697086334,0,-4.15187301205933E-10,6.27922880358511E-10
1.98609495162964,0,-4.17102435923411E-10,6.29361396331518E-10
1.99067330360413,0,-4.19026396913935E-10,6.30803187462448E-10
1.99526226520538,0,-4.20959239688656E-10,6.32248198240148E-10
1.99986183643341,0,-4.2290099200315E-10,6.33696484175772E-10
2.00447201728821,0,-4.24851681612992E-10,6.35148100780469E-10
2.00909280776978,0,-4.26811364029334E-10,6.36602937031938E-10
2.0137243270874,0,-4.28780094763326E-10,6.38061103952481E-10
2.01836633682251,0,-4.30757873814969E-10,6.39522546030946E-10
2.02301907539368,0,-4.32744812206565E-10,6.40987263267334E-10
2.02768278121948,0,-4.34740882182538E-10,6.42455366683947E-10
2.03235697746277,0,-4.36746139254041E-10,6.43926745258483E-10
2.03704214096069,0,-4.38760666687799E-10,6.45401454502093E-10
2.04173803329468,0,-4.40784464483812E-10,6.46879438903625E-10
2.04644465446472,0,-4.42817588153233E-10,6.48360864996533E-10
2.0511622428894,0,-4.44860093207211E-10,6.49845566247365E-10
2.05589056015015,0,-4.46912007401323E-10,6.51333653678421E-10
2.06062984466553,0,-4.48973358491145E-10,6.52825071778551E-10
2.06538009643555,0,-4.51044229743403E-10,6.54319876058906E-10
2.07014131546021,0,-4.53124648913672E-10,6.55818066519487E-10
2.0749135017395,0,-4.55214671513104E-10,6.57319643160292E-10
2.07969665527344,0,-4.573142975417E-10,6.58824605981323E-10
2.08449077606201,0,-4.59423610266185E-10,6.60332954982579E-10
2.0892961025238,0,-4.61542665197712E-10,6.6184469016406E-10
2.09411239624023,0,-4.63671462336279E-10,6.63359867036917E-10
2.09893989562988,0,-4.65810057193039E-10,6.64878430089999E-10
2.10377836227417,0,-4.67958560790294E-10,6.66400434834458E-10
2.10862803459167,0,-4.70116945372467E-10,6.67925936781444E-10
2.11348915100098,0,-4.72285266450712E-10,6.69454824908655E-10
2.11836123466492,0,-4.74463579536177E-10,6.70987154727243E-10
2.12324452400208,0,-4.76651940140016E-10,6.72522926237207E-10
2.12813901901245,0,-4.78850348262228E-10,6.74062194949698E-10
2.13304495811462,0,-4.81058914925114E-10,6.75604960864717E-10
2.13796210289001,0,-4.83277695639828E-10,6.77151168471113E-10
2.1428906917572,0,-4.85506634895216E-10,6.78700873280036E-10
2.14783048629761,0,-4.87745899224734E-10,6.80254075291486E-10
2.15278172492981,0,-4.89995488628381E-10,6.81810774505465E-10
2.15774440765381,0,-4.92255403106157E-10,6.8337097092197E-10
2.1627185344696,0,-4.94525753680364E-10,6.84934664541004E-10
2.1677041053772,0,-4.96806595862154E-10,6.86501910873716E-10
2.17270112037659,0,-4.99097929651526E-10,6.88072709920107E-10
2.17770981788635,0,-5.01399810559633E-10,6.89647006169025E-10
2.18272995948791,0,-5.03712294097625E-10,6.91224855131623E-10
2.18776154518127,0,-5.06035435776653E-10,6.9280631231905E-10
2.19280505180359,0,-5.08369291107869E-10,6.94391266709005E-10
2.19785976409912,0,-5.10713915602423E-10,6.9597982932379E-10
2.20292639732361,0,-5.13069309260317E-10,6.97571944652253E-10
2.20800471305847,0,-5.15435583103852E-10,6.99167668205547E-10
2.21309471130371,0,-5.17812737133028E-10,7.00766999983671E-10
2.21819639205933,0,-5.20200882370148E-10,7.02369884475473E-10
2.2233099937439,0,-5.22600018815211E-10,7.03976377192106E-10
2.22843503952026,0,-5.2501020197937E-10,7.0558653364472E-10
2.23357224464417,0,-5.27431487373775E-10,7.07200298322164E-10
2.23872113227844,0,-5.29863930509578E-10,7.08817671224438E-10
2.24388194084167,0,-5.32307586897929E-10,7.10438707862693E-10
2.24905467033386,0,-5.3476251204998E-10,7.12063352725778E-10
2.254239320755,0,-5.37228761476882E-10,7.13691716835996E-10
2.25943565368652,0,-5.39706335178636E-10,7.15323689171043E-10
2.26464438438416,0,-5.42195344177543E-10,7.16959325242073E-10
2.26986479759216,0,-5.44695843984755E-10,7.18598680560234E-10
2.2750973701477,0,-5.47207834600272E-10,7.20241699614377E-10
2.28034210205078,0,-5.49731427046396E-10,7.21888437915652E-10
2.28559875488281,0,-5.52266621323128E-10,7.23538839952909E-10
2.29086756706238,0,-5.54813472941618E-10,7.25192961237298E-10
2.29614853858948,0,-5.57372092924169E-10,7.26850801768819E-10
2.30144190788269,0,-5.59942536781932E-10,7.28512417058624E-10
2.30674719810486,0,-5.62524749003757E-10,7.30177696084411E-10
2.31206488609314,0,-5.65118896123096E-10,7.31846749868481E-10
2.31739473342896,0,-5.67725033651101E-10,7.33519522899684E-10
2.3227367401123,0,-5.70343106076621E-10,7.3519607068917E-10
2.32809114456177,0,-5.72973279933109E-10,7.3687639323694E-10
2.33345794677734,0,-5.75615610731717E-10,7.38560490542994E-10
2.33883714675903,0,-5.78270042961293E-10,7.40248362607332E-10
2.34422874450684,0,-5.80936743155291E-10,7.41940009429953E-10
2.34963274002075,0,-5.83615711313712E-10,7.4363548652201E-10
2.35504937171936,0,-5.86307058458857E-10,7.4533473837235E-10
2.3604781627655,0,-5.89010784590727E-10,7.47037820492125E-10
2.36591958999634,0,-5.91726945220472E-10,7.48744732881335E-10
2.37137365341187,0,-5.94455651370396E-10,7.5045547553998E-10
2.37684035301209,0,-5.97196903040498E-10,7.52169992956908E-10
2.38231945037842,0,-5.9995081125308E-10,7.53888451665574E-10
2.38781118392944,0,-6.02717376008144E-10,7.55610685132524E-10
2.39331579208374,0,-6.05496708327991E-10,7.5733680438006E-10
2.39883303642273,0,-6.0828880821262E-10,7.59066809408182E-10
2.40436291694641,0,-6.11093786684336E-10,7.6080070021689E-10
2.40990543365479,0,-6.13911699254288E-10,7.62538421295034E-10
2.41546082496643,0,-6.16742601433629E-10,7.64280083664914E-10
2.42102909088135,0,-6.19586548733508E-10,7.66025631815381E-10
2.42660999298096,0,-6.22443596665079E-10,7.67775121257586E-10
2.43220400810242,0,-6.2531374522834E-10,7.69528496480376E-10
2.43781089782715,0,-6.28197160956745E-10,7.71285812994904E-10
2.44343066215515,0,-6.31093899361446E-10,7.73047070801169E-10
2.44906330108643,0,-6.34003904931291E-10,7.74812269899172E-10
2.45470881462097,0,-6.36927344199734E-10,7.76581410288912E-10
2.46036767959595,0,-6.39864272677926E-10,7.78354547481541E-10
2.46603941917419,0,-6.42814745877018E-10,7.80131625965907E-10
2.47172403335571,0,-6.45778763797011E-10,7.81912645742011E-10
2.47742199897766,0,-6.48756437460207E-10,7.83697717832155E-10
2.48313307762146,0,-6.51747822377757E-10,7.85486731214036E-10
2.48885726928711,0,-6.54753029571964E-10,7.87279741398805E-10
2.49459481239319,0,-6.57772059042827E-10,7.89076803897615E-10
2.50034546852112,0,-6.60804966301498E-10,7.90877863199313E-10
2.5061092376709,0,-6.63851862370279E-10,7.92682974815051E-10
2.51188635826111,0,-6.66912802760322E-10,7.94492083233678E-10
2.51767683029175,0,-6.69987842982778E-10,7.96305243966344E-10
2.52348065376282,0,-6.73077038548797E-10,7.98122512524202E-10
2.5292980670929,0,-6.76180444969532E-10,7.99943777884948E-10
2.53512859344482,0,-6.79298173267284E-10,8.01769151070886E-10
2.54097270965576,0,-6.82430223442054E-10,8.03598576570863E-10
2.54683017730713,0,-6.85576762027296E-10,8.05432109896031E-10
2.5527012348175,0,-6.88737733511857E-10,8.0726969553524E-10
2.55858588218689,0,-6.91913248918041E-10,8.09111444510791E-10
2.56448411941528,0,-6.95103474779302E-10,8.10957245800381E-10
2.57039570808411,0,-6.98308300073336E-10,8.12807210426314E-10
2.57632112503052,0,-7.01527946844749E-10,8.14661282877438E-10
2.58226013183594,0,-7.04762415093541E-10,8.16519518664904E-10
2.58821296691895,0,-7.08011760330862E-10,8.18381862277562E-10
2.59417939186096,0,-7.11276038067865E-10,8.20248369226562E-10
2.60015964508057,0,-7.14555414838003E-10,8.22119095023055E-10
2.60615348815918,0,-7.17849835130124E-10,8.2399392864474E-10
2.61216139793396,0,-7.21159465477683E-10,8.25872981113918E-10
2.61818289756775,0,-7.24484361391831E-10,8.27756196919438E-10
2.6242184638977,0,-7.27824522872567E-10,8.29643631572452E-10
2.63026809692383,0,-7.31180060942194E-10,8.3153528507296E-10
2.63633131980896,0,-7.34551086623014E-10,8.3343110190981E-10
