Hz,vout_p
5.88843631744385,8.92811489105225
6.02559566497803,9.29843616485596
6.16594982147217,9.68195152282715
6.30957365036011,10.0789499282837
6.45654249191284,10.4897127151489
6.60693454742432,10.9145097732544
6.76082992553711,11.3535995483398
6.91830968856812,11.8072261810303
7.07945775985718,12.2756195068359
7.24435949325561,12.7589912414551
7.41310262680054,13.2575330734253
7.58577585220337,13.7714204788208
7.76247119903564,14.3008003234863
7.94328212738037,14.8457984924316
8.12830543518066,15.406512260437
8.31763744354248,15.9830131530762
8.51138019561768,16.5753402709961
8.70963573455811,17.183500289917
8.91250896453857,17.807466506958
9.12010860443115,18.4471759796143
9.33254337310791,19.1025314331055
9.54992580413818,19.7733917236328
9.77237224578857,20.4595775604248
10,21.1608734130859
10.2329301834106,21.8770084381104
10.4712858200073,22.60768699646
10.7151927947998,23.3525505065918
10.9647817611694,24.1112060546875
11.2201843261719,24.8832206726074
11.4815359115601,25.6681041717529
11.7489757537842,26.4653339385986
12.0226440429688,27.274341583252
12.3026876449585,28.0945129394531
12.5892543792725,28.9251918792725
12.882495880127,29.7656898498535
13.1825675964355,30.6152782440186
13.4896287918091,31.4731884002686
13.8038425445557,32.338623046875
14.1253757476807,33.2107543945313
14.4543981552124,34.0887298583984
14.7910842895508,34.9716644287109
15.135612487793,35.8586654663086
15.4881658554077,36.7488136291504
15.8489322662354,37.6411781311035
16.2181015014648,38.5348243713379
16.5958690643311,39.4288024902344
16.9824371337891,40.3221702575684
17.3780078887939,41.213981628418
17.7827949523926,42.1033020019531
18.1970081329346,42.9892082214355
18.62087059021,43.8707809448242
19.0546073913574,44.7471313476562
19.4984455108643,45.6173858642578
19.9526233673096,46.4806976318359
20.4173793792725,47.3362503051758
20.8929615020752,48.1832504272461
21.3796215057373,49.0209465026855
21.8776168823242,49.8486137390137
22.3872108459473,50.6655769348145
22.9086761474609,51.47119140625
23.4422874450684,52.2648582458496
23.9883289337158,53.0460205078125
24.5470886230469,53.8141632080078
25.1188640594482,54.5688209533691
25.7039585113525,55.3095626831055
26.3026790618896,56.0360107421875
26.9153480529785,56.7478218078613
27.5422878265381,57.4447135925293
28.1838302612305,58.1264266967773
28.8403148651123,58.7927551269531
29.512092590332,59.4435348510742
30.1995162963867,60.0786361694336
30.9029541015625,60.6979751586914
31.6227760314941,61.3014907836914
32.3593673706055,61.8891716003418
33.1131134033203,62.4610366821289
33.8844146728516,63.0171318054199
34.6736831665039,63.5575370788574
35.4813385009766,64.0823593139648
36.307804107666,64.5917282104492
37.1535224914551,65.0858001708984
38.0189399719238,65.5647583007812
38.9045143127441,66.0288009643555
39.810718536377,66.4781341552734
40.7380294799805,66.9130020141602
41.686939239502,67.3336563110352
42.6579513549805,67.740348815918
43.6515846252441,68.1333618164062
44.6683578491211,68.5129699707031
45.7088203430176,68.8794784545898
46.7735137939453,69.2331771850586
47.8630104064941,69.5743637084961
48.9778823852539,69.9033584594727
50.118724822998,70.2204666137695
51.2861366271973,70.5260009765625
52.4807472229004,70.8202896118164
53.7031784057617,71.1036376953125
54.9540863037109,71.3763580322266
56.234130859375,71.6387634277344
57.5439949035645,71.8911743164062
58.8843650817871,72.1338958740234
60.2559585571289,72.3672332763672
61.6595001220703,72.5914764404297
63.0957336425781,72.8069381713867
64.5654220581055,73.0139007568359
66.0693435668945,73.212646484375
67.6082992553711,73.4034652709961
69.1830978393555,73.5866317749023
70.7945785522461,73.7623977661133
72.4435958862305,73.9310455322266
74.1310272216797,74.0928268432617
75.8577575683594,74.2479934692383
77.6247100830078,74.3967819213867
79.4328231811523,74.5394287109375
81.2830505371094,74.6761703491211
83.1763763427734,74.8072280883789
85.1138000488281,74.9328155517578
87.0963592529297,75.0531387329102
89.1250915527344,75.1684112548828
91.2010803222656,75.2788238525391
93.3254318237305,75.3845748901367
95.4992599487305,75.48583984375
97.7237243652344,75.5828018188477
100,75.6756362915039
102.329299926758,75.7644958496094
104.712852478027,75.8495483398438
107.151931762695,75.9309539794922
109.647819519043,76.0088577270508
112.201843261719,76.0834045410156
114.815361022949,76.1547241210937
117.489753723145,76.2229614257812
120.226440429688,76.2882385253906
123.026878356934,76.3506851196289
125.892539978027,76.410400390625
128.824951171875,76.4675216674805
131.825668334961,76.5221557617187
134.896286010742,76.5743942260742
138.038421630859,76.6243438720703
141.253753662109,76.6721038818359
144.543975830078,76.7177658081055
147.910842895508,76.7614212036133
151.35612487793,76.8031539916992
154.88166809082,76.8430480957031
158.489318847656,76.8811798095703
162.181015014648,76.9176177978516
165.958694458008,76.9524536132813
169.824371337891,76.9857406616211
173.780090332031,77.0175552368164
177.827941894531,77.0479507446289
181.970092773438,77.0770034790039
186.208709716797,77.1047592163086
190.54606628418,77.1312789916992
194.984466552734,77.156608581543
199.526229858398,77.1808166503906
204.173797607422,77.2039337158203
208.929611206055,77.2260208129883
213.796203613281,77.2471160888672
218.776168823242,77.2672653198242
223.872116088867,77.286506652832
229.086761474609,77.3048782348633
234.422882080078,77.3224334716797
239.883285522461,77.3391876220703
245.470886230469,77.3551788330078
251.18864440918,77.3704528808594
257.039581298828,77.3850326538086
263.026794433594,77.3989410400391
269.153472900391,77.4122161865234
275.422882080078,77.4248962402344
281.838287353516,77.4369888305664
288.403137207031,77.4485244750977
295.120910644531,77.4595260620117
301.995178222656,77.4700164794922
309.029541015625,77.4800262451172
316.227752685547,77.4895706176758
323.593658447266,77.4986724853516
331.131134033203,77.5073394775391
338.844146728516,77.5156021118164
346.736846923828,77.5234680175781
354.813385009766,77.5309600830078
363.078063964844,77.5381011962891
371.535217285156,77.5448837280273
380.189392089844,77.5513381958008
389.045135498047,77.557487487793
398.107177734375,77.5633239746094
407.380279541016,77.5688705444336
416.869384765625,77.5741424560547
426.579528808594,77.5791320800781
436.515838623047,77.583869934082
446.68359375,77.5883636474609
457.088195800781,77.5926055908203
467.735137939453,77.5966339111328
478.630096435547,77.6004257202148
489.77880859375,77.6040115356445
501.187225341797,77.6073913574219
512.861389160156,77.6105728149414
524.807434082031,77.6135559082031
537.031799316406,77.6163558959961
549.540893554687,77.6189804077148
562.34130859375,77.6214218139648
575.43994140625,77.6236953735352
588.843627929688,77.6258087158203
602.5595703125,77.6277542114258
616.595031738281,77.6295471191406
630.957336425781,77.6311950683594
645.654235839844,77.632682800293
660.693420410156,77.634033203125
676.082946777344,77.6352386474609
691.830993652344,77.6363067626953
707.94580078125,77.6372299194336
724.435974121094,77.6380081176758
741.310241699219,77.6386642456055
758.577575683594,77.6391906738281
776.247131347656,77.6395797729492
794.328247070312,77.6398315429688
812.830505371094,77.6399688720703
831.763793945313,77.6399612426758
851.138061523437,77.6398239135742
870.963562011719,77.6395568847656
891.250915527344,77.63916015625
912.010864257812,77.6386413574219
933.254272460937,77.6379776000977
954.992614746094,77.6371765136719
977.237243652344,77.6362457275391
1000,77.6351699829102
1023.29296875,77.6339645385742
1047.12854003906,77.6326065063477
1071.51928710938,77.6311111450195
1096.47814941406,77.6294631958008
1122.01843261719,77.6276626586914
1148.15356445312,77.6257019042969
1174.89758300781,77.6235809326172
1202.26440429688,77.6212921142578
1230.26879882812,77.6188430786133
1258.92541503906,77.6162185668945
1288.24951171875,77.6134033203125
1318.25671386719,77.6104125976563
1348.962890625,77.6072235107422
1380.38427734375,77.6038360595703
1412.53759765625,77.6002426147461
1445.43981933594,77.596435546875
1479.1083984375,77.5924072265625
1513.56127929687,77.5881500244141
1548.81665039062,77.5836563110352
1584.89318847656,77.5788955688477
1621.81005859375,77.5738983154297
1659.5869140625,77.5686187744141
1698.24365234375,77.5630645751953
1737.80078125,77.5572204589844
1778.27941894531,77.5510711669922
1819.70080566406,77.5446014404297
1862.08715820313,77.5378036499023
1905.46069335938,77.5306625366211
1949.84460449219,77.5231628417969
1995.26232910156,77.5152816772461
2041.73791503906,77.5070190429688
2089.29614257813,77.4983367919922
2137.96215820313,77.4892425537109
2187.76171875,77.4796905517578
2238.72119140625,77.4696807861328
2290.86767578125,77.4591827392578
2344.22875976562,77.4481811523437
2398.8330078125,77.4366455078125
2454.708984375,77.4245529174805
2511.88647460938,77.4118881225586
2570.39575195313,77.3986129760742
2630.26806640625,77.3847122192383
2691.53491210938,77.3701477050781
2754.22875976562,77.3548965454102
2818.3828125,77.3389205932617
2884.03149414063,77.3221893310547
2951.20922851562,77.3046722412109
3019.95166015625,77.2863388061523
3090.29541015625,77.2671432495117
3162.27758789063,77.2470397949219
3235.9365234375,77.2260055541992
3311.31127929687,77.2039794921875
3388.44165039063,77.1809310913086
3467.36840820313,77.1568145751953
3548.1337890625,77.1315765380859
3630.78051757812,77.1051712036133
3715.35229492188,77.0775299072266
3801.89404296875,77.0486221313477
3890.45141601562,77.0183792114258
3981.07177734375,76.9867401123047
4073.802734375,76.9536437988281
4168.69384765625,76.9190292358398
4265.79541015625,76.8828277587891
4365.158203125,76.844970703125
4466.8359375,76.8053817749023
4570.8818359375,76.7639923095703
4677.3515625,76.720703125
4786.30078125,76.6754608154297
4897.7880859375,76.6281585693359
5011.87255859375,76.5787200927734
5128.61376953125,76.5270462036133
5248.07470703125,76.4730453491211
5370.31787109375,76.416618347168
5495.40869140625,76.3576507568359
5623.4130859375,76.2960586547852
5754.3994140625,76.2317047119141
5888.4365234375,76.1644821166992
6025.595703125,76.0942840576172
6165.9501953125,76.0209808349609
6309.5732421875,75.9444427490234
6456.54248046875,75.8645324707031
6606.9345703125,75.781120300293
6760.82958984375,75.6940612792969
6918.3095703125,75.6032104492188
7079.4580078125,75.5084228515625
7244.359375,75.4095458984375
7413.1025390625,75.3064041137695
7585.77587890625,75.198844909668
7762.47119140625,75.0866928100586
7943.2822265625,74.9697799682617
8128.30517578125,74.8479385375977
8317.6376953125,74.7209625244141
8511.380859375,74.5886840820312
8709.6357421875,74.4508972167969
8912.509765625,74.3074188232422
9120.1083984375,74.1580429077148
9332.54296875,74.0025634765625
9549.92578125,73.8407821655273
9772.3720703125,73.672477722168
10000,73.497444152832
10232.9296875,73.3154602050781
10471.28515625,73.1263046264648
10715.193359375,72.9297637939453
10964.7822265625,72.7256164550781
11220.1845703125,72.5136337280273
11481.5361328125,72.293586730957
11748.9755859375,72.0652542114258
12022.64453125,71.8283996582031
12302.6875,71.5828247070312
12589.25390625,71.3282928466797
12882.4951171875,71.0645904541016
13182.5673828125,70.7914886474609
13489.62890625,70.5087890625
13803.8427734375,70.2162857055664
14125.375,69.9137649536133
14454.3974609375,69.6010437011719
14791.083984375,69.2779388427734
15135.6123046875,68.9442596435547
15488.166015625,68.5998458862305
15848.931640625,68.2445373535156
16218.1005859375,67.8781967163086
16595.869140625,67.5006866455078
16982.4375,67.1118850708008
17378.0078125,66.7116851806641
17782.794921875,66.3000183105469
18197.0078125,65.8768005371094
18620.87109375,65.4419784545898
19054.607421875,64.9955215454102
19498.4453125,64.5374221801758
19952.623046875,64.0676727294922
20417.37890625,63.5863227844238
20892.9609375,63.0934066772461
21379.62109375,62.5890121459961
21877.6171875,62.0732231140137
22387.2109375,61.5461692810059
22908.67578125,61.0079879760742
23442.2890625,60.4588584899902
23988.330078125,59.8989677429199
24547.08984375,59.3285331726074
25118.865234375,58.7477951049805
25703.95703125,58.1570205688477
26302.6796875,57.5564994812012
26915.34765625,56.9465408325195
27542.287109375,56.3274765014648
28183.830078125,55.6996574401855
28840.314453125,55.0634613037109
29512.091796875,54.4192771911621
30199.517578125,53.7675132751465
30902.955078125,53.1086044311523
31622.77734375,52.4429817199707
32359.365234375,51.7710990905762
33113.11328125,51.093433380127
33884.4140625,50.4104499816895
34673.68359375,49.7226448059082
35481.33984375,49.0304946899414
36307.8046875,48.3345108032227
37153.5234375,47.6351890563965
38018.94140625,46.9330291748047
38904.515625,46.2285423278809
39810.71875,45.522216796875
40738.02734375,44.8145637512207
41686.9375,44.106071472168
42657.953125,43.3972282409668
43651.58203125,42.6885108947754
44668.359375,41.980396270752
45708.8203125,41.2733383178711
46773.515625,40.567798614502
47863.0078125,39.8642044067383
48977.8828125,39.1629867553711
50118.72265625,38.4645500183105
51286.13671875,37.7693023681641
52480.74609375,37.0776100158691
53703.1796875,36.3898468017578
54954.0859375,35.7063636779785
56234.1328125,35.0274848937988
57543.9921875,34.3535270690918
58884.3671875,33.6847915649414
60255.95703125,33.021556854248
61659.5,32.3640899658203
63095.734375,31.7126369476318
64565.421875,31.0674266815186
66069.34375,30.4286727905273
67608.296875,29.7965717315674
69183.09375,29.1713066101074
70794.578125,28.5530452728271
72443.59375,27.9419326782227
74131.0234375,27.3381118774414
75857.7578125,26.74169921875
77624.7109375,26.1528091430664
79432.8203125,25.571533203125
81283.0546875,24.9979553222656
83176.375,24.4321479797363
85113.8046875,23.8741683959961
87096.359375,23.3240718841553
89125.09375,22.7818908691406
91201.0859375,22.2476615905762
93325.4296875,21.7214031219482
95499.2578125,21.2031269073486
97723.71875,20.6928386688232
100000,20.1905403137207
