Hz,v_input,v_no_filter,vout
3.45143747329712,1,0.000765978300478309,1.79883937606595E-11
3.46736860275269,1,0.000772988307289779,1.82019850580861E-11
3.48337316513062,1,0.000780061760451645,1.841829987137E-11
3.49945163726807,1,0.000787199242040515,1.86373780991511E-11
3.5156044960022,1,0.000794401275925338,1.88592527011755E-11
3.53183174133301,1,0.000801668444182724,1.90839635760831E-11
3.54813385009766,1,0.000809001328889281,1.93115471530669E-11
3.5645112991333,1,0.000816400570329279,1.95420433307669E-11
3.58096432685852,1,0.000823866634164006,1.9775492007823E-11
3.59749341011047,1,0.000831400160677731,2.00119330828752E-11
3.61409854888916,1,0.000839001790154725,2.02514029851164E-11
3.63078045845032,1,0.000846672162879258,2.04939450826336E-11
3.64753937721252,1,0.000854411686304957,2.07396010087901E-11
3.66437578201294,1,0.000862221117131412,2.0988414131673E-11
3.68128967285156,1,0.000870101153850555,2.12404226151985E-11
3.69828176498413,1,0.000878052203916013,2.14956732969007E-11
3.71535229682922,1,0.000886075024027377,2.17542078101429E-11
3.73250150680542,1,0.000894170254468918,2.20160712577355E-11
3.74973011016846,1,0.000902338535524905,2.22813087424889E-11
3.76703810691833,1,0.000910580449271947,2.254996363249E-11
3.78442573547363,1,0.000918896635994315,2.2822084499996E-11
3.80189394950867,1,0.00092728779418394,2.30977181825409E-11
3.81944274902344,1,0.000935754564125091,2.3376909782935E-11
3.83707237243652,1,0.000944297586102039,2.36597096081592E-11
3.85478353500366,1,0.000952917616814375,2.39461644957473E-11
3.87257647514343,1,0.000961615180131048,2.423632475268E-11
3.89045143127441,1,0.000970391149166971,2.45302406859382E-11
3.90840888023376,1,0.000979245989583433,2.48279626025027E-11
3.92644929885864,1,0.000988180632703006,2.51295425440778E-11
3.94457292556763,1,0.00099719560239464,2.54350290829208E-11
3.96278023719788,1,0.00100629159715027,2.57444794649064E-11
3.98107171058655,1,0.00101546931546181,2.60579457317389E-11
3.99944758415222,1,0.00102472968865186,2.6375481659846E-11
4.01790809631348,1,0.00103407318238169,2.6697142760379E-11
4.03645372390747,1,0.00104350061155856,2.70229845444891E-11
4.05508518218994,1,0.00105301279108971,2.73530642580511E-11
4.07380294799805,1,0.00106261041946709,2.7687437412216E-11
4.09260654449463,1,0.00107229396235198,2.80261647223057E-11
4.11149740219116,1,0.00108206458389759,2.83693034341947E-11
4.13047504425049,1,0.00109192298259586,2.87169125284814E-11
4.14954042434692,1,0.00110186950769275,2.90690527204873E-11
4.16869401931763,1,0.00111190543975681,2.94257881949811E-11
4.1879358291626,1,0.00112203136086464,2.97871796672844E-11
4.20726633071899,1,0.00113224785309285,3.01532861179954E-11
4.22668600082397,1,0.00114255596417934,3.05241769360531E-11
4.24619579315186,1,0.00115295639261603,3.08999145715028E-11
4.26579523086548,1,0.00116345006972551,3.12805684132833E-11
4.28548526763916,1,0.00117403746116906,3.16661974419929E-11
4.3052659034729,1,0.0011847197310999,3.20568745160177E-11
4.32513809204102,1,0.00119549757800996,3.24526655548496E-11
4.34510231018066,1,0.00120637170039117,3.28536434168747E-11
4.36515855789185,1,0.00121734314598143,3.3259877491032E-11
4.38530683517456,1,0.00122841249685734,3.36714371662605E-11
4.40554857254028,1,0.00123958091717213,3.40883918314994E-11
4.42588376998901,1,0.00125084898900241,3.45108212840284E-11
4.44631290435791,1,0.00126221764367074,3.49387949127866E-11
4.46683597564697,1,0.00127368792891502,3.5372392515054E-11
4.48745393753052,1,0.00128526042681187,3.58116834797695E-11
4.5081672668457,1,0.00129693630151451,3.6256754543107E-11
4.52897596359253,1,0.00130871613509953,3.67076750940054E-11
4.54988050460815,1,0.00132060120813549,3.71645283991917E-11
4.57088184356689,1,0.00133259198628366,3.76273942559457E-11
4.59197998046875,1,0.00134468963369727,3.80963594004413E-11
4.61317586898804,1,0.00135689508169889,3.85714966910644E-11
4.6344690322876,1,0.00136920914519578,3.90528998028827E-11
4.65586090087891,1,0.00138163275551051,3.95406450637292E-11
4.67735147476196,1,0.00139416684396565,4.00348296181185E-11
4.69894123077393,1,0.00140681257471442,4.05355332633306E-11
4.72063064575195,1,0.00141957052983344,4.10428392660922E-11
4.74241971969604,1,0.00143244210630655,4.15568517098119E-11
4.76430988311768,1,0.00144542776979506,4.20776469223227E-11
4.78630113601685,1,0.00145852891728282,4.26053289870332E-11
4.80839347839355,1,0.00147174624726176,4.3139988109564E-11
4.83058786392212,1,0.00148508092388511,4.3681711026089E-11
4.8528847694397,1,0.00149853399489075,4.42306052894637E-11
4.87528467178345,1,0.00151210615877062,4.47867611053088E-11
4.89778804779053,1,0.00152579881250858,4.53502825570329E-11
4.9203953742981,1,0.00153961265459657,4.59212667891506E-11
4.94310665130615,1,0.00155354884918779,4.64998144156237E-11
4.96592330932617,1,0.00156760844402015,4.70860295198605E-11
4.988844871521,1,0.00158179248683155,4.76800127158228E-11
5.01187229156494,1,0.00159610202535987,4.82818750258129E-11
5.03500604629517,1,0.0016105379909277,4.88917240026865E-11
5.05824661254883,1,0.00162510166410357,4.9509663729852E-11
5.08159446716309,1,0.00163979397621006,5.01358086990589E-11
5.1050500869751,1,0.00165461609140038,5.07702699326096E-11
5.12861394882202,1,0.00166956905741245,5.14131549833596E-11
5.15228652954102,1,0.00168465403839946,5.20645852819523E-11
5.17606830596924,1,0.00169987184926867,5.27246718506902E-11
5.19995975494385,1,0.0017152241198346,5.33935361202165E-11
5.22396183013916,1,0.00173071143217385,5.40712995211745E-11
5.24807453155518,1,0.00174633541610092,5.47580765453137E-11
5.27229881286621,1,0.00176209677010775,5.54539955621713E-11
5.29663467407227,1,0.00177799700759351,5.61591814718376E-11
5.3210825920105,1,0.00179403705988079,5.68737522355089E-11
5.34564352035522,1,0.00181021820753813,5.75978466310634E-11
5.3703179359436,1,0.00182654161471874,5.83315826196973E-11
5.39510631561279,1,0.00184300832916051,5.90751059181827E-11
5.42000913619995,1,0.00185961974784732,5.98285379571628E-11
5.44502639770508,1,0.00187637691851705,6.05920175145158E-11
5.47015953063965,1,0.00189328123815358,6.13656833681198E-11
5.49540853500366,1,0.00191033363807946,6.21496673569588E-11
5.52077436447144,1,0.00192753551527858,6.2944115197805E-11
5.54625701904297,1,0.00194488815031946,6.37491726074302E-11
5.57185745239258,1,0.00196239282377064,6.45649783637126E-11
5.59757614135742,1,0.00198005046695471,6.5391685122318E-11
5.6234130859375,1,0.0019978629425168,6.62294316611245E-11
5.64936971664429,1,0.00201583094894886,6.70783775746919E-11
5.67544603347778,1,0.00203395588323474,6.79386685797922E-11
5.70164251327515,1,0.00205223937518895,6.88104642709852E-11
5.72796010971069,1,0.00207068235613406,6.96939173039368E-11
5.75439929962158,1,0.00208928645588458,7.05891803343128E-11
5.78096055984497,1,0.00210805260576308,7.14964337733548E-11
5.80764436721802,1,0.00212698243558407,7.24158302767286E-11
5.83445119857788,1,0.00214607710950077,7.33475225001001E-11
5.86138153076172,1,0.00216533825732768,7.42916977936048E-11
5.88843631744385,1,0.00218476704321802,7.52485226906963E-11
5.91561651229858,1,0.00220436463132501,7.62181567859343E-11
5.94292163848877,1,0.00222413265146315,7.72007874294545E-11
5.97035264968872,1,0.00224407250061631,7.81965811547103E-11
5.99791097640991,1,0.00226418534293771,7.92057253118372E-11
6.02559566497803,1,0.00228447280824184,8.02284003120768E-11
6.0534086227417,1,0.00230493629351258,8.12647865666705E-11
6.08134984970093,1,0.00232557742856443,8.23150714257537E-11
6.10942029953003,1,0.0023463973775506,8.33794561172496E-11
6.137619972229,1,0.00236739730462432,8.4458107174612E-11
6.16594982147217,1,0.00238857907243073,8.55512466424457E-11
6.19441080093384,1,0.0024099440779537,8.66590479930984E-11
6.22300291061401,1,0.00243149371817708,8.7781733271175E-11
6.25172710418701,1,0.00245322962291539,8.89194898268109E-11
6.28058338165283,1,0.00247515342198312,9.00725258268231E-11
6.30957365036011,1,0.00249726604670286,9.12410494380289E-11
6.33869695663452,1,0.0025195695925504,9.24252757661392E-11
6.36795520782471,1,0.00254206545650959,9.36254129779712E-11
6.39734840393066,1,0.00256475480273366,9.48416831181298E-11
6.42687702178955,1,0.00258763949386775,9.60742943534321E-11
6.45654249191284,1,0.00261072115972638,9.73234826062708E-11
6.48634433746338,1,0.00263400096446276,9.85894699212508E-11
6.51628398895264,1,0.00265748100355268,9.98724852818711E-11
6.54636192321777,1,0.00268116267398,1.01172750732736E-10
6.57657814025879,1,0.00270504737272859,1.02490509135134E-10
6.60693454742432,1,0.00272913719527423,1.03826003350349E-10
6.6374306678772,1,0.00275343307293952,1.05179462361882E-10
6.66806745529175,1,0.00277793710120022,1.06551142908806E-10
6.69884586334228,1,0.00280265067704022,1.07941287852409E-10
6.72976636886597,1,0.00282757566310465,1.0935014699287E-10
6.76082992553711,1,0.00285271392203867,1.10777970130371E-10
6.79203653335571,1,0.0028780666179955,1.1222502094288E-10
6.82338714599609,1,0.00290363561362028,1.13691563108365E-10
6.85488224029541,1,0.00292942277155817,1.15177860304794E-10
6.88652276992798,1,0.00295542972162366,1.16684176210136E-10
6.91830968856812,1,0.00298165809363127,1.18210788380146E-10
6.95024299621582,1,0.0030081095173955,1.19757981309476E-10
6.98232412338257,1,0.0030347858555615,1.21326004798306E-10
7.01455307006836,1,0.00306168897077441,1.22915178035754E-10
7.04693078994751,1,0.00308882049284875,1.2452576469979E-10
7.07945775985718,1,0.00311618228442967,1.26158070101745E-10
7.11213493347168,1,0.00314377620816231,1.27812385675163E-10
7.14496326446533,1,0.00317160342819989,1.29488988975801E-10
7.17794275283814,1,0.00319966650567949,1.31188213070566E-10
7.21107482910156,1,0.00322796707041562,1.32910363270788E-10
7.24435949325561,1,0.00325650675222278,1.34655731010014E-10
7.27779817581177,1,0.00328528718091548,1.36424649355149E-10
7.31139087677002,1,0.00331431091763079,1.38217409739738E-10
7.34513854980469,1,0.00334357912652194,1.40034372986264E-10
7.37904214859009,1,0.00337309390306473,1.41875844406059E-10
7.41310262680054,1,0.00340285710990429,1.43742170943817E-10
7.44731950759888,1,0.00343287107534707,1.45633685666446E-10
7.4816951751709,1,0.00346313719637692,1.47550721640854E-10
7.51622915267944,1,0.00349365710280836,1.49493625811736E-10
7.55092239379883,1,0.0035244335886091,1.51462759001575E-10
7.58577585220337,1,0.00355546781793237,1.53458468155065E-10
7.62079000473022,1,0.0035867621190846,1.55481127972479E-10
7.65596628189087,1,0.00361831835471094,1.57531099276298E-10
7.69130420684814,1,0.00365013838745654,1.59608742889006E-10
7.72680568695068,1,0.00368222454562783,1.61714433510873E-10
7.76247119903564,1,0.00371457845903933,1.63848559719959E-10
7.79830121994019,1,0.00374720222316682,1.66011496216534E-10
7.83429622650146,1,0.00378009770065546,1.68203659334232E-10
7.87045812606812,1,0.00381326721981168,1.70425396017748E-10
7.90678644180298,1,0.00384671287611127,1.72677164234081E-10
7.94328212738037,1,0.00388043629936874,1.749593386835E-10
7.97994709014893,1,0.00391444005072117,1.77272349577429E-10
8.01678085327148,1,0.00394872529432178,1.79616571616137E-10
8.05378437042236,1,0.00398329505696893,1.8199247664441E-10
8.09095859527588,1,0.00401815120130777,1.84400494873671E-10
8.12830543518066,1,0.00405329558998346,1.86841014881978E-10
8.1658239364624,1,0.00408873055130243,1.89314508514116E-10
8.20351505279541,1,0.00412445794790983,1.91821419859295E-10
8.24138069152832,1,0.0041604801081121,1.94362193006725E-10
8.27942180633545,1,0.00419679889455438,1.96937285923404E-10
8.31763744354248,1,0.00423341756686568,1.99547184331905E-10
8.35603046417236,1,0.0042703365907073,2.02192332321438E-10
