1,-77.875427,176.89847
1.0292748,-77.322681,176.71976
1.0594065,-76.689274,176.71828
1.0904205,-76.064415,176.10902
1.1223422,-75.510925,176.02615
1.1551986,-74.85841,176.10434
1.1890167,-74.260452,175.7327
1.223825,-73.716679,175.93005
1.2596521,-73.146427,175.8508
1.2965282,-72.520802,175.65585
1.3344837,-72.017784,175.65323
1.3735504,-71.4048,175.69881
1.4137608,-70.88546,175.68509
1.4551483,-70.365227,175.63861
1.4977474,-69.723026,175.64507
1.5415937,-69.192219,175.07785
1.5867234,-68.664867,175.07169
1.6331744,-68.152859,175.13737
1.6809853,-67.628071,174.8824
1.7301958,-67.126743,175.00237
1.7808468,-66.56155,174.8658
1.8329808,-66.047619,174.5663
1.8866408,-65.535114,174.44717
1.9418718,-64.98748,174.5135
1.9987197,-64.472553,174.34525
2.0572317,-63.937721,174.30823
2.1174567,-63.413513,173.85713
2.1794448,-62.907379,173.90636
2.2432475,-62.384098,173.70078
2.308918,-61.871437,173.49756
2.3765111,-61.321384,173.3302
2.4460828,-60.834972,173.21912
2.5176914,-60.323895,173.15831
2.5913963,-59.784897,172.88591
2.6672587,-59.277176,172.62186
2.7453423,-58.74939,172.51659
2.8257115,-58.275433,172.23267
2.9084337,-57.747776,172.06306
2.9935772,-57.231926,171.74893
3.0812135,-56.753624,171.48396
3.1714153,-56.208374,171.32826
3.2642579,-55.726536,171.14993
3.3598182,-55.204391,170.90059
3.4581761,-54.715736,170.66081
3.5594134,-54.215038,170.41907
3.6636145,-53.722065,170.08095
3.7708659,-53.215782,169.87263
3.8812573,-52.705544,169.59064
3.9948802,-52.200031,169.34552
4.1118293,-51.704006,169.03462
4.2322021,-51.219419,168.79138
4.3560991,-50.717644,168.47699
4.483623,-50.216846,168.1731
4.6148801,-49.721491,167.80258
4.7499795,-49.21493,167.41528
4.8890338,-48.723438,167.13438
5.0321593,-48.227333,166.69089
5.1794748,-47.734112,166.38467
5.3311028,-47.249981,166.03459
5.4871693,-46.76136,165.63365
5.6478052,-46.263226,165.29419
5.8131433,-45.769426,164.89948
5.9833217,-45.29211,164.46451
6.1584821,-44.795183,164.0253
6.3387704,-44.31724,163.616
6.5243363,-43.829557,163.2126
6.7153349,-43.346392,162.70973
6.9119248,-42.857817,162.22128
7.1142697,-42.373468,161.8051
7.3225384,-41.894106,161.29898
7.5369039,-41.419188,160.78934
7.757545,-40.938389,160.26402
7.9846454,-40.465584,159.73309
8.2183943,-39.986897,159.20271
8.4589853,-39.505201,158.647
8.7066202,-39.035437,158.05342
8.9615049,-38.567396,157.51823
9.2238512,-38.092773,156.90421
9.4938774,-37.639135,156.29459
9.7718086,-37.168577,155.68149
10.057876,-36.70578,155.06268
10.352318,-36.238285,154.41801
10.655379,-35.780558,153.74838
10.967314,-35.329593,153.0945
11.288379,-34.869208,152.43988
11.618844,-34.415553,151.72302
11.958982,-33.963078,151.02699
12.309079,-33.509098,150.31477
12.669425,-33.064709,149.57147
13.040319,-32.616653,148.79088
13.422071,-32.180903,148.07309
13.815,-31.741822,147.28941
14.219431,-31.305354,146.49576
14.635701,-30.878451,145.71738
15.064158,-30.441864,144.87173
15.505157,-30.016018,144.07553
15.959067,-29.5919428,143.25826
16.426266,-29.1704931,142.40674
16.907141,-28.748951,141.54926
17.402094,-28.3414879,140.66937
17.911535,-27.9236727,139.84378
18.435892,-27.5127559,138.94279
18.975599,-27.1115422,138.05769
19.531105,-26.710959,137.19124
20.102873,-26.3178568,136.26997
20.691381,-25.917881,135.34315
21.297115,-25.531352,134.45096
21.920584,-25.146935,133.53708
22.562305,-24.756947,132.61722
23.222811,-24.3777733,131.6754
23.902653,-24.0010576,130.7509
24.602398,-23.6308591,129.8148
25.322628,-23.2611284,128.8663
26.063942,-22.8953457,127.91364
26.826958,-22.5343616,126.98001
27.61231,-22.173274,126.02953
28.420654,-21.817716,125.10577
29.252663,-21.4700996,124.15715
30.109028,-21.1230918,123.19039
30.990463,-20.77743042,122.26106
31.897701,-20.44113824,121.32677
32.831501,-20.09983389,120.38428
33.792633,-19.76380502,119.46634
34.781906,-19.4377597,118.51323
35.80014,-19.10915202,117.59506
36.848179,-18.7848032,116.64438
37.926903,-18.4631839,115.73074
39.037205,-18.1435103,114.80304
40.180008,-17.830467,113.91169
41.35627,-17.5210824,112.98115
42.566963,-17.2111986,112.07284
43.813103,-16.9045072,111.17128
45.095722,-16.6011345,110.2495
46.41589,-16.3033516,109.36189
47.774704,-16.0026002,108.4747
49.173298,-15.7073584,107.59946
50.612835,-15.4147277,106.7201
52.094513,-15.1224985,105.84532
53.619568,-14.8358297,104.97217
55.18927,-14.5488434,104.1016
56.80492,-14.267436,103.22296
58.467873,-13.9857068,102.3544
60.179508,-13.7075458,101.53905
61.941246,-13.4324465,100.69338
63.754562,-13.1560044,99.840904
65.620964,-12.8821673,99.004341
67.542,-12.6074524,98.164833
69.519279,-12.3402076,97.327286
71.554443,-12.0727682,96.476128
73.649178,-11.8085556,95.6334
75.805244,-11.5454655,94.826225
78.024422,-11.2829943,94.010033
80.308571,-11.0209732,93.18084
82.659584,-10.7627773,92.35614
85.07943,-10.5084362,91.53157
87.570107,-10.2491083,90.68544
90.133705,-9.99577,89.874794
92.772346,-9.749351,89.064102
95.488235,-9.49632,88.234932
98.28363,-9.251073,87.405251
101.16087,-9.003757,86.580872
104.12232,-8.763986,85.755424
107.17049,-8.519854,84.914986
110.30788,-8.281658,84.07328
113.53711,-8.040581,83.236755
116.86089,-7.807817,82.398766
120.28196,-7.571052,81.555695
123.80319,-7.33912,80.71106
127.4275,-7.105066,79.853539
131.15791,-6.876705,78.994537
134.99753,-6.645815,78.132713
138.94955,-6.421235,77.269897
143.01727,-6.196553,76.396049
147.20407,-5.978194,75.521667
151.51343,-5.757844,74.629829
155.94894,-5.543152,73.738014
160.51433,-5.328761,72.845749
165.21333,-5.118086,71.954048
170.04993,-4.905655,71.039566
175.02809,-4.703058,70.1259
180.15201,-4.498365,69.201912
185.42592,-4.2974,68.279236
190.85422,-4.096494,67.340645
196.44142,-3.899794,66.403389
202.1922,-3.704048,65.462593
208.11134,-3.512787,64.522636
214.20375,-3.323761,63.556797
220.47452,-3.1392,62.591393
226.92886,-2.958344,61.620113
233.57214,-2.781546,60.647911
240.40991,-2.608168,59.667313
247.44786,-2.438072,58.68576
254.69185,-2.269318,57.692059
262.14789,-2.102701,56.696877
269.8222,-1.939611,55.699593
277.72119,-1.783566,54.701214
285.85141,-1.630674,53.696125
294.21967,-1.47974,52.690598
302.83286,-1.332481,51.675503
311.69824,-1.187296,50.661194
320.82312,-1.047569,49.650127
330.21515,-0.909918,48.639416
339.88211,-0.777117,47.622677
349.83209,-0.646353,46.604858
360.07333,-0.522007,45.593113
370.61441,-0.399557,44.580566
381.46408,-0.282305,43.573879
392.63135,-0.166794,42.568314
404.12552,-0.058155,41.570057
415.95621,0.048985,40.571381
428.13324,0.150932,39.577206
440.66675,0.251598,38.582432
453.56717,0.345705,37.600388
466.84525,0.438799,36.620178
480.51202,0.526497,35.646645
